Tm	Rec_ID	AvgTamb	AvgHamb	AvgGSi00	AvgTSi00	AvgSPN1_G	AvgSPN1_D	AvgWind_S	AvgWind_D	AvgAir_P	AvgTmod
2015-06-13 00:18:00	154965	25.700	98.897	-0.231	24.594	3.742	3.506	0.108	175.017	1005.279	24.699
2015-06-13 00:19:00	154966	25.721	98.953	-0.353	24.616	3.638	3.453	0.201	206.257	1005.301	24.726
2015-06-13 00:20:00	154967	25.731	98.922	-0.403	24.623	3.732	3.425	0.132	200.813	1005.260	24.730
2015-06-13 00:21:00	154968	25.733	98.906	-0.343	24.625	3.758	3.628	0.364	214.541	1005.283	24.737
2015-06-13 00:22:00	154969	25.727	98.852	-0.296	24.634	3.721	3.499	0.232	203.045	1005.302	24.751
2015-06-13 00:23:00	154970	25.715	98.829	-0.160	24.642	3.758	3.511	0.373	180.266	1005.228	24.760
2015-06-13 00:24:00	154971	25.703	98.864	-0.421	24.648	3.761	3.585	0.472	152.948	1005.269	24.774
2015-06-13 00:25:00	154972	25.696	98.929	-0.270	24.645	3.756	3.615	0.588	179.780	1005.287	24.783
2015-06-13 00:26:00	154973	25.688	98.880	-0.339	24.643	3.701	3.561	0.670	189.751	1005.291	24.785
2015-06-13 00:27:00	154974	25.672	98.820	-0.447	24.630	3.651	3.555	0.586	175.716	1005.334	24.776
2015-06-13 00:28:00	154975	25.659	98.839	-0.374	24.623	3.688	3.433	0.586	201.268	1005.276	24.771
2015-06-13 00:29:00	154976	25.643	98.757	-0.395	24.607	3.673	3.675	0.681	182.719	1005.291	24.761
2015-06-13 00:30:00	154977	25.630	98.764	-0.344	24.590	3.554	3.530	0.590	195.154	1005.315	24.749
2015-06-13 00:31:00	154978	25.627	98.808	-0.268	24.583	3.773	3.556	0.776	190.085	1005.319	24.739
2015-06-13 00:32:00	154979	25.630	98.838	-0.398	24.582	3.660	3.543	0.768	205.929	1005.327	24.726
2015-06-13 00:33:00	154980	25.631	98.816	-0.245	24.574	3.739	3.681	0.253	174.541	1005.317	24.713
2015-06-13 00:34:00	154981	25.633	98.822	-0.546	24.571	3.827	3.607	0.304	193.111	1005.286	24.711
2015-06-13 00:35:00	154982	25.634	98.809	-0.365	24.578	3.831	3.584	0.500	204.713	1005.347	24.712
2015-06-13 00:36:00	154983	25.638	98.840	-0.389	24.586	3.782	3.559	0.672	170.532	1005.378	24.721
2015-06-13 00:37:00	154984	25.643	98.842	-0.311	24.596	3.543	3.495	0.593	191.707	1005.365	24.733
2015-06-13 00:38:00	154985	25.645	98.800	-0.589	24.600	3.866	3.462	0.838	187.166	1005.388	24.747
2015-06-13 00:39:00	154986	25.649	98.823	-0.113	24.605	3.814	3.621	0.929	179.626	1005.397	24.752
2015-06-13 00:40:00	154987	25.647	98.747	-0.292	24.596	3.928	3.598	0.714	223.449	1005.418	24.744
2015-06-13 00:41:00	154988	25.641	98.695	-0.296	24.589	3.951	3.701	0.687	200.238	1005.429	24.745
2015-06-13 00:42:00	154989	25.639	98.760	-0.463	24.587	3.723	3.494	0.332	151.680	1005.423	24.755
2015-06-13 00:43:00	154990	25.636	98.668	-0.449	24.581	3.716	3.506	0.522	187.216	1005.426	24.754
2015-06-13 00:44:00	154991	25.629	98.638	-0.443	24.572	3.917	3.750	0.436	198.945	1005.447	24.750
2015-06-13 00:45:00	154992	25.627	98.611	-0.456	24.566	3.905	3.673	0.675	187.578	1005.431	24.747
2015-06-13 00:46:00	154993	25.623	98.595	-0.462	24.555	3.940	3.574	0.399	177.466	1005.456	24.736
2015-06-13 00:47:00	154994	25.618	98.561	-0.214	24.544	4.034	3.850	0.463	208.537	1005.498	24.726
2015-06-13 00:48:00	154995	25.615	98.559	-0.300	24.525	4.179	3.775	0.158	208.215	1005.462	24.702
2015-06-13 00:49:00	154996	25.612	98.552	-0.365	24.508	3.871	3.804	0.491	219.341	1005.445	24.679
2015-06-13 00:50:00	154997	25.607	98.478	-0.434	24.502	4.049	3.699	0.668	247.125	1005.496	24.660
2015-06-13 00:51:00	154998	25.596	98.437	-0.402	24.489	3.987	3.771	0.490	229.906	1005.480	24.645
2015-06-13 00:52:00	154999	25.589	98.408	-0.409	24.482	4.325	3.963	0.435	234.467	1005.488	24.635
2015-06-13 00:53:00	155000	25.579	98.384	-0.413	24.464	4.278	3.910	0.202	230.488	1005.491	24.621
2015-06-13 00:54:00	155001	25.577	98.438	-0.172	24.445	4.171	3.947	0.304	194.875	1005.415	24.609
2015-06-13 00:55:00	155002	25.581	98.470	-0.522	24.438	4.152	3.816	0.410	202.070	1005.463	24.598
2015-06-13 00:56:00	155003	25.579	98.386	-0.518	24.437	4.309	3.889	0.460	236.584	1005.478	24.590
2015-06-13 00:57:00	155004	25.566	98.291	-0.533	24.428	4.213	3.835	0.372	180.506	1005.458	24.585
2015-06-13 00:58:00	155005	25.562	98.352	-0.500	24.417	4.074	3.767	-0.005	188.651	1005.484	24.573
2015-06-13 00:59:00	155006	25.562	98.333	-0.430	24.406	4.307	3.938	0.063	155.077	1005.430	24.561
2015-06-13 01:00:00	155007	25.552	98.153	-0.523	24.403	3.992	3.696	0.409	148.295	1005.446	24.569
2015-06-13 01:01:00	155008	25.550	98.194	-0.441	24.396	3.947	3.660	0.547	196.819	1005.436	24.568
2015-06-13 01:02:00	155009	25.553	98.133	-0.330	24.386	3.865	3.618	0.059	167.032	1005.446	24.567
2015-06-13 01:03:00	155010	25.564	98.132	-0.462	24.384	3.782	3.616	0.190	212.289	1005.433	24.580
2015-06-13 01:04:00	155011	25.577	98.072	-0.531	24.386	4.152	3.769	0.427	216.447	1005.435	24.577
2015-06-13 01:05:00	155012	25.589	98.003	-0.339	24.394	3.945	3.758	0.521	216.383	1005.391	24.579
2015-06-13 01:06:00	155013	25.598	97.882	-0.194	24.394	4.037	3.625	0.302	202.647	1005.411	24.575
2015-06-13 01:07:00	155014	25.609	97.874	-0.387	24.385	3.978	3.749	0.332	213.680	1005.391	24.574
2015-06-13 01:08:00	155015	25.620	97.799	-0.345	24.375	4.169	3.765	1.126	201.832	1005.350	24.561
2015-06-13 01:09:00	155016	25.623	97.665	-0.198	24.378	4.106	3.774	0.880	172.568	1005.333	24.563
2015-06-13 01:10:00	155017	25.632	97.643	-0.571	24.372	4.059	3.643	0.434	194.700	1005.364	24.558
2015-06-13 01:11:00	155018	25.644	97.634	-0.522	24.366	3.992	3.684	0.474	187.446	1005.333	24.551
2015-06-13 01:12:00	155019	25.652	97.538	-0.459	24.365	3.966	3.666	0.531	160.398	1005.335	24.549
2015-06-13 01:13:00	155020	25.664	97.488	-0.399	24.375	3.901	3.575	0.857	199.844	1005.316	24.566
2015-06-13 01:14:00	155021	25.675	97.374	-0.464	24.375	3.952	3.502	0.551	214.749	1005.310	24.570
2015-06-13 01:15:00	155022	25.681	97.245	-0.280	24.374	3.821	3.661	0.403	187.243	1005.308	24.573
2015-06-13 01:16:00	155023	25.689	97.127	-0.278	24.370	3.825	3.513	0.263	158.973	1005.270	24.574
2015-06-13 01:17:00	155024	25.701	97.060	-0.442	24.384	3.550	3.648	0.707	196.938	1005.234	24.594
2015-06-13 01:18:00	155025	25.716	96.889	-0.355	24.400	3.597	3.577	0.956	181.715	1005.198	24.597
2015-06-13 01:19:00	155026	25.735	96.842	-0.263	24.403	3.356	3.364	0.223	138.964	1005.167	24.592
2015-06-13 01:20:00	155027	25.765	96.843	-0.370	24.419	3.276	3.428	0.606	184.620	1005.181	24.604
2015-06-13 01:21:00	155028	25.789	96.690	-0.552	24.430	3.291	3.292	0.679	198.889	1005.173	24.613
2015-06-13 01:22:00	155029	25.805	96.564	-0.415	24.435	3.589	3.495	0.439	153.259	1005.144	24.617
2015-06-13 01:23:00	155030	25.821	96.502	-0.285	24.439	3.439	3.597	0.539	158.411	1005.135	24.608
2015-06-13 01:24:00	155031	25.835	96.414	-0.440	24.438	3.449	3.341	0.258	168.285	1005.122	24.595
2015-06-13 01:25:00	155032	25.850	96.337	-0.436	24.446	3.533	3.305	1.046	175.209	1005.075	24.604
2015-06-13 01:26:00	155033	25.866	96.220	-0.414	24.453	3.580	3.434	0.353	133.773	1005.092	24.621
2015-06-13 01:27:00	155034	25.883	96.127	-0.604	24.452	3.364	3.402	0.536	208.027	1005.068	24.627
2015-06-13 01:28:00	155035	25.894	96.028	-0.500	24.444	3.338	3.413	0.497	206.708	1005.092	24.615
2015-06-13 01:29:00	155036	25.895	95.834	-0.324	24.440	3.637	3.557	0.607	204.546	1005.038	24.618
2015-06-13 01:30:00	155037	25.897	95.616	-0.455	24.440	3.592	3.452	0.563	205.327	1005.051	24.643
2015-06-13 01:31:00	155038	25.907	95.546	-0.614	24.437	3.649	3.377	0.716	190.743	1005.002	24.635
2015-06-13 01:32:00	155039	25.913	95.458	-0.569	24.435	3.729	3.472	0.602	194.189	1004.983	24.631
2015-06-13 01:33:00	155040	25.920	95.418	-0.337	24.431	3.544	3.462	1.306	218.899	1004.984	24.629
2015-06-13 01:34:00	155041	25.914	95.167	-0.312	24.427	3.496	3.444	1.031	185.141	1004.933	24.629
2015-06-13 01:35:00	155042	25.922	95.260	-0.312	24.425	3.675	3.422	0.689	187.606	1004.951	24.641
2015-06-13 01:36:00	155043	25.934	95.278	-0.234	24.423	3.546	3.491	0.271	211.140	1004.952	24.633
2015-06-13 01:37:00	155044	25.942	95.250	-0.268	24.419	3.781	3.612	1.035	230.995	1004.909	24.624
2015-06-13 01:38:00	155045	25.939	95.135	-0.278	24.418	3.729	3.448	0.804	202.818	1004.891	24.618
2015-06-13 01:39:00	155046	25.932	95.035	-0.422	24.412	3.681	3.658	0.801	196.440	1004.872	24.620
2015-06-13 01:40:00	155047	25.932	94.957	-0.434	24.413	3.764	3.442	1.009	179.008	1004.847	24.627
2015-06-13 01:41:00	155048	25.943	94.965	-0.406	24.417	3.560	3.427	0.706	174.461	1004.830	24.634
2015-06-13 01:42:00	155049	25.958	94.954	-0.363	24.419	3.711	3.490	0.333	172.117	1004.786	24.622
2015-06-13 01:43:00	155050	25.972	94.964	-0.363	24.419	3.913	3.566	0.432	198.765	1004.831	24.599
2015-06-13 01:44:00	155051	25.977	94.964	-0.264	24.411	3.847	3.779	0.131	167.483	1004.761	24.575
2015-06-13 01:45:00	155052	25.980	95.001	-0.192	24.412	3.974	3.736	0.046	175.110	1004.736	24.563
2015-06-13 01:46:00	155053	25.979	94.979	-0.376	24.411	4.230	3.809	0.365	158.483	1004.713	24.558
2015-06-13 01:47:00	155054	25.975	94.939	-0.354	24.412	4.076	3.791	0.422	143.911	1004.700	24.561
2015-06-13 01:48:00	155055	25.980	94.975	-0.171	24.420	4.074	3.682	0.318	199.097	1004.695	24.567
2015-06-13 01:49:00	155056	25.982	94.928	-0.568	24.418	4.011	3.834	0.553	226.392	1004.637	24.561
2015-06-13 01:50:00	155057	25.976	94.916	-0.430	24.417	4.108	3.850	0.415	197.711	1004.590	24.567
2015-06-13 01:51:00	155058	25.970	94.884	-0.527	24.421	4.015	3.691	0.445	202.757	1004.579	24.581
2015-06-13 01:52:00	155059	25.965	94.893	-0.522	24.420	3.708	3.620	0.409	228.050	1004.554	24.578
2015-06-13 01:53:00	155060	25.967	94.940	-0.427	24.418	3.836	3.660	0.528	213.951	1004.562	24.572
2015-06-13 01:54:00	155061	25.969	94.974	-0.417	24.414	4.080	3.586	0.783	207.409	1004.548	24.565
2015-06-13 01:55:00	155062	25.970	95.001	-0.845	24.420	4.097	3.870	0.846	206.112	1004.577	24.577
2015-06-13 01:56:00	155063	25.970	95.050	-0.404	24.434	3.831	3.584	0.430	172.618	1004.507	24.605
2015-06-13 01:57:00	155064	25.982	95.125	-0.442	24.448	3.633	3.562	0.307	173.048	1004.473	24.624
2015-06-13 01:58:00	155065	25.989	95.085	-0.478	24.454	3.703	3.434	0.413	206.182	1004.458	24.626
2015-06-13 01:59:00	155066	25.992	95.091	-0.320	24.459	3.822	3.606	0.388	198.018	1004.460	24.638
2015-06-13 02:00:00	155067	25.995	95.092	-0.276	24.468	3.633	3.656	0.319	197.221	1004.423	24.644
2015-06-13 02:01:00	155068	25.996	95.132	-0.316	24.478	3.850	3.587	0.586	184.524	1004.427	24.661
2015-06-13 02:02:00	155069	25.998	95.080	-0.432	24.491	3.726	3.511	0.518	184.211	1004.386	24.673
2015-06-13 02:03:00	155070	25.998	95.057	-0.425	24.492	3.788	3.567	0.466	195.010	1004.430	24.674
2015-06-13 02:04:00	155071	25.995	95.067	-0.249	24.485	3.947	3.486	0.519	202.858	1004.391	24.653
2015-06-13 02:05:00	155072	25.988	95.113	-0.332	24.482	3.802	3.742	0.717	185.893	1004.354	24.638
2015-06-13 02:06:00	155073	25.978	95.142	-0.252	24.484	4.051	3.709	0.744	197.399	1004.366	24.638
2015-06-13 02:07:00	155074	25.972	95.200	-0.280	24.489	4.016	3.686	0.568	195.531	1004.330	24.647
2015-06-13 02:08:00	155075	25.966	95.231	-0.244	24.488	3.986	3.547	0.654	210.054	1004.319	24.641
2015-06-13 02:09:00	155076	25.961	95.260	-0.433	24.490	3.958	3.623	0.799	207.399	1004.309	24.638
2015-06-13 02:10:00	155077	25.960	95.282	-0.129	24.494	3.947	3.748	0.674	197.353	1004.264	24.645
2015-06-13 02:11:00	155078	25.956	95.338	-0.441	24.492	4.131	3.807	0.355	162.836	1004.255	24.635
2015-06-13 02:12:00	155079	25.952	95.409	-0.427	24.491	3.975	3.836	0.493	196.843	1004.257	24.628
2015-06-13 02:13:00	155080	25.944	95.432	-0.439	24.479	3.951	3.822	0.487	206.994	1004.208	24.608
2015-06-13 02:14:00	155081	25.936	95.488	-0.329	24.473	4.208	3.665	0.794	226.661	1004.225	24.602
2015-06-13 02:15:00	155082	25.925	95.522	-0.501	24.465	4.097	3.890	0.714	231.947	1004.159	24.596
2015-06-13 02:16:00	155083	25.914	95.621	-0.515	24.463	4.358	3.917	0.611	219.759	1004.200	24.591
2015-06-13 02:17:00	155084	25.911	95.716	-0.438	24.464	4.214	3.770	0.344	240.032	1004.156	24.603
2015-06-13 02:18:00	155085	25.906	95.748	-0.381	24.452	4.072	3.831	0.394	236.327	1004.180	24.600
2015-06-13 02:19:00	155086	25.900	95.795	-0.401	24.443	4.308	3.930	0.670	235.826	1004.146	24.584
2015-06-13 02:20:00	155087	25.890	95.815	-0.415	24.442	4.347	3.813	0.722	225.605	1004.139	24.575
2015-06-13 02:21:00	155088	25.881	95.861	-0.463	24.447	4.190	3.736	0.556	244.465	1004.119	24.575
2015-06-13 02:22:00	155089	25.869	95.885	-0.648	24.447	3.870	3.718	0.662	240.163	1004.110	24.577
2015-06-13 02:23:00	155090	25.863	95.947	-0.369	24.449	4.120	3.687	0.704	222.624	1004.093	24.585
2015-06-13 02:24:00	155091	25.857	96.005	-0.532	24.451	3.709	3.593	0.470	216.686	1004.036	24.586
2015-06-13 02:25:00	155092	25.849	96.007	-0.272	24.448	4.061	3.813	0.862	224.937	1004.087	24.578
2015-06-13 02:26:00	155093	25.839	96.022	-0.389	24.453	4.154	3.839	1.288	241.493	1004.079	24.571
2015-06-13 02:27:00	155094	25.830	96.023	-0.332	24.457	3.952	3.678	0.692	210.258	1004.082	24.581
2015-06-13 02:28:00	155095	25.823	96.083	-0.644	24.449	4.091	3.772	0.656	241.227	1004.056	24.571
2015-06-13 02:29:00	155096	25.816	96.117	-0.318	24.441	4.023	3.713	0.422	235.889	1004.053	24.567
2015-06-13 02:30:00	155097	25.810	96.172	-0.408	24.434	3.955	3.847	0.178	191.192	1004.031	24.558
2015-06-13 02:31:00	155098	25.806	96.225	-0.318	24.432	4.169	3.689	0.297	207.602	1004.009	24.556
2015-06-13 02:32:00	155099	25.799	96.213	-0.456	24.423	4.004	3.802	0.362	236.839	1004.003	24.547
2015-06-13 02:33:00	155100	25.790	96.238	-0.399	24.421	3.878	3.839	0.868	219.698	1003.973	24.545
2015-06-13 02:34:00	155101	25.783	96.202	-0.417	24.427	3.967	3.744	0.790	208.409	1003.948	24.566
2015-06-13 02:35:00	155102	25.783	96.226	-0.276	24.434	3.820	3.611	0.654	198.829	1003.978	24.580
2015-06-13 02:36:00	155103	25.795	96.250	-0.442	24.439	3.801	3.564	0.395	199.382	1003.933	24.592
2015-06-13 02:37:00	155104	25.804	96.176	-0.350	24.437	3.883	3.678	0.633	208.149	1003.925	24.580
2015-06-13 02:38:00	155105	25.804	96.150	-0.437	24.437	4.089	3.797	0.639	218.797	1003.913	24.562
2015-06-13 02:39:00	155106	25.803	96.150	-0.472	24.439	3.951	3.703	0.478	219.322	1003.872	24.559
2015-06-13 02:40:00	155107	25.801	96.170	-0.379	24.433	3.964	3.586	0.413	216.066	1003.843	24.552
2015-06-13 02:41:00	155108	25.793	96.182	-0.234	24.426	3.975	3.789	0.704	201.944	1003.840	24.550
2015-06-13 02:42:00	155109	25.785	96.182	-0.403	24.422	4.207	3.841	1.154	216.365	1003.859	24.538
2015-06-13 02:43:00	155110	25.774	96.194	-0.258	24.427	4.107	3.623	0.803	183.628	1003.786	24.549
2015-06-13 02:44:00	155111	25.771	96.238	-0.387	24.441	3.736	3.595	0.922	193.762	1003.803	24.576
2015-06-13 02:45:00	155112	25.776	96.247	-0.324	24.448	3.996	3.564	0.524	195.560	1003.744	24.580
2015-06-13 02:46:00	155113	25.780	96.190	-0.351	24.455	3.858	3.513	0.619	216.324	1003.741	24.596
2015-06-13 02:47:00	155114	25.782	96.109	-0.255	24.462	3.780	3.492	0.750	195.599	1003.748	24.604
2015-06-13 02:48:00	155115	25.786	96.132	-0.283	24.463	3.665	3.487	0.523	218.058	1003.726	24.589
2015-06-13 02:49:00	155116	25.787	96.074	-0.477	24.457	3.851	3.648	0.400	179.016	1003.703	24.567
2015-06-13 02:50:00	155117	25.785	96.060	-0.167	24.453	3.862	3.589	0.551	209.169	1003.701	24.554
2015-06-13 02:51:00	155118	25.781	96.001	-0.445	24.441	4.007	3.703	0.643	196.334	1003.684	24.534
2015-06-13 02:52:00	155119	25.776	95.986	-0.392	24.434	3.890	3.733	0.532	200.588	1003.631	24.525
2015-06-13 02:53:00	155120	25.770	95.950	-0.378	24.432	3.936	3.756	0.795	218.106	1003.637	24.530
2015-06-13 02:54:00	155121	25.770	95.979	-0.448	24.435	3.873	3.599	0.272	188.898	1003.635	24.535
2015-06-13 02:55:00	155122	25.775	96.023	-0.296	24.440	3.953	3.708	0.624	194.590	1003.609	24.552
2015-06-13 02:56:00	155123	25.782	96.029	-0.425	24.446	3.751	3.620	0.401	199.922	1003.587	24.570
2015-06-13 02:57:00	155124	25.787	95.986	-0.477	24.450	3.809	3.790	0.567	230.162	1003.560	24.567
2015-06-13 02:58:00	155125	25.790	95.972	-0.292	24.452	3.730	3.669	0.522	195.792	1003.578	24.570
2015-06-13 02:59:00	155126	25.793	95.927	-0.271	24.450	3.964	3.574	0.459	225.739	1003.590	24.572
2015-06-13 03:00:00	155127	25.792	95.865	-0.358	24.445	3.811	3.580	0.645	206.145	1003.595	24.560
2015-06-13 03:01:00	155128	25.791	95.875	-0.324	24.438	4.090	3.860	0.221	226.467	1003.579	24.543
2015-06-13 03:02:00	155129	25.789	95.858	-0.587	24.428	3.970	3.785	0.326	220.514	1003.539	24.535
2015-06-13 03:03:00	155130	25.786	95.851	-0.293	24.414	4.173	3.942	0.237	214.793	1003.552	24.523
2015-06-13 03:04:00	155131	25.782	95.875	-0.179	24.400	4.223	3.898	0.555	234.780	1003.509	24.508
2015-06-13 03:05:00	155132	25.776	95.833	-0.361	24.385	4.208	3.896	0.384	243.043	1003.516	24.492
2015-06-13 03:06:00	155133	25.765	95.831	-0.411	24.364	4.128	3.907	0.313	246.090	1003.489	24.475
2015-06-13 03:07:00	155134	25.754	95.844	-0.317	24.344	4.113	3.885	0.311	232.519	1003.464	24.449
2015-06-13 03:08:00	155135	25.742	95.867	-0.380	24.322	4.310	3.910	0.502	251.887	1003.452	24.432
2015-06-13 03:09:00	155136	25.730	95.869	-0.426	24.302	4.519	3.879	0.539	251.263	1003.420	24.422
2015-06-13 03:10:00	155137	25.720	95.915	-0.339	24.286	4.365	4.043	0.272	226.942	1003.408	24.413
2015-06-13 03:11:00	155138	25.710	95.934	-0.057	24.268	4.441	3.782	0.202	242.295	1003.395	24.396
2015-06-13 03:12:00	155139	25.700	95.958	-0.469	24.252	4.313	3.746	0.418	255.290	1003.403	24.380
2015-06-13 03:13:00	155140	25.695	96.052	-0.335	24.242	4.449	3.851	0.846	245.607	1003.386	24.370
2015-06-13 03:14:00	155141	25.694	96.113	-0.287	24.240	4.329	3.944	0.298	234.817	1003.376	24.364
2015-06-13 03:15:00	155142	25.690	96.088	-0.213	24.219	4.203	3.656	0.222	237.615	1003.371	24.348
2015-06-13 03:16:00	155143	25.682	96.036	-0.158	24.201	4.238	3.633	0.185	224.767	1003.344	24.346
2015-06-13 03:17:00	155144	25.673	96.028	-0.364	24.181	4.352	3.970	0.167	237.194	1003.335	24.332
2015-06-13 03:18:00	155145	25.668	96.024	-0.496	24.172	4.173	3.815	0.301	235.569	1003.279	24.322
2015-06-13 03:19:00	155146	25.667	95.987	-0.306	24.163	3.936	3.720	0.226	242.410	1003.302	24.310
2015-06-13 03:20:00	155147	25.666	96.004	-0.292	24.146	4.063	3.751	0.168	251.726	1003.314	24.290
2015-06-13 03:21:00	155148	25.669	96.064	-0.406	24.135	4.016	3.612	0.388	240.106	1003.294	24.272
2015-06-13 03:22:00	155149	25.672	96.084	-0.471	24.139	4.260	3.869	0.350	229.326	1003.259	24.262
2015-06-13 03:23:00	155150	25.671	96.113	-0.391	24.136	4.081	3.742	0.173	259.012	1003.240	24.249
2015-06-13 03:24:00	155151	25.669	96.044	-0.362	24.130	4.060	3.832	0.342	251.658	1003.249	24.234
2015-06-13 03:25:00	155152	25.666	95.958	-0.415	24.126	4.074	3.962	0.249	252.868	1003.239	24.231
2015-06-13 03:26:00	155153	25.670	96.016	-0.363	24.134	3.894	3.810	0.455	248.469	1003.235	24.240
2015-06-13 03:27:00	155154	25.674	95.913	-0.480	24.131	3.984	3.904	0.262	247.867	1003.229	24.234
2015-06-13 03:28:00	155155	25.678	95.868	-0.481	24.130	3.855	3.538	0.221	257.042	1003.214	24.221
2015-06-13 03:29:00	155156	25.688	95.841	-0.504	24.139	4.014	3.604	0.333	275.289	1003.207	24.206
2015-06-13 03:30:00	155157	25.697	95.638	-0.317	24.126	3.849	3.545	0.251	242.738	1003.183	24.192
2015-06-13 03:31:00	155158	25.708	95.671	-0.376	24.112	3.954	3.616	0.182	265.912	1003.198	24.169
2015-06-13 03:32:00	155159	25.727	95.752	-0.394	24.127	4.092	3.644	0.276	272.319	1003.186	24.159
2015-06-13 03:33:00	155160	25.747	95.725	-0.498	24.142	3.906	3.810	0.165	265.740	1003.192	24.161
2015-06-13 03:34:00	155161	25.758	95.699	-0.442	24.153	4.003	3.702	0.445	275.922	1003.151	24.160
2015-06-13 03:35:00	155162	25.765	95.647	-0.521	24.159	3.737	3.685	0.557	276.144	1003.134	24.165
2015-06-13 03:36:00	155163	25.772	95.526	-0.276	24.156	3.935	3.532	0.375	278.509	1003.147	24.178
2015-06-13 03:37:00	155164	25.782	95.444	-0.424	24.158	3.661	3.462	0.295	271.496	1003.133	24.178
2015-06-13 03:38:00	155165	25.794	95.313	-0.374	24.155	3.707	3.503	0.340	264.716	1003.111	24.174
2015-06-13 03:39:00	155166	25.803	95.202	-0.310	24.160	3.748	3.647	0.345	270.845	1003.092	24.170
2015-06-13 03:40:00	155167	25.814	95.144	-0.269	24.161	3.934	3.487	0.662	266.458	1003.106	24.165
2015-06-13 03:41:00	155168	25.829	95.306	-0.201	24.181	3.734	3.565	0.606	266.684	1003.103	24.176
2015-06-13 03:42:00	155169	25.839	95.187	-0.423	24.189	3.664	3.379	0.703	269.336	1003.137	24.178
2015-06-13 03:43:00	155170	25.837	95.187	-0.504	24.194	3.875	3.745	0.679	264.692	1003.090	24.183
2015-06-13 03:44:00	155171	25.835	95.129	-0.403	24.190	3.734	3.532	0.747	270.790	1003.140	24.183
2015-06-13 03:45:00	155172	25.828	95.155	-0.600	24.186	3.934	3.653	0.831	274.564	1003.102	24.189
2015-06-13 03:46:00	155173	25.827	95.251	-0.218	24.199	3.784	3.594	0.881	270.228	1003.060	24.204
2015-06-13 03:47:00	155174	25.825	95.317	-0.286	24.203	3.812	3.565	0.678	274.578	1003.063	24.212
2015-06-13 03:48:00	155175	25.826	95.432	-0.386	24.199	3.981	3.726	0.571	236.922	1003.076	24.216
2015-06-13 03:49:00	155176	25.825	95.450	-0.215	24.195	3.968	3.516	0.827	262.742	1003.074	24.221
2015-06-13 03:50:00	155177	25.829	95.630	-0.277	24.216	4.009	3.602	0.395	267.530	1003.037	24.245
2015-06-13 03:51:00	155178	25.843	95.692	-0.645	24.232	3.858	3.592	0.565	263.287	1003.083	24.265
2015-06-13 03:52:00	155179	25.849	95.712	-0.402	24.237	3.694	3.510	0.652	275.474	1003.048	24.278
2015-06-13 03:53:00	155180	25.858	95.716	-0.408	24.249	3.639	3.573	0.564	261.098	1003.049	24.295
2015-06-13 03:54:00	155181	25.857	95.474	-0.480	24.248	3.570	3.501	0.562	279.986	1003.085	24.313
2015-06-13 03:55:00	155182	25.852	95.587	-0.361	24.243	3.646	3.469	0.649	282.901	1003.072	24.304
2015-06-13 03:56:00	155183	25.861	95.369	-0.516	24.262	3.891	3.534	0.868	276.073	1003.078	24.306
2015-06-13 03:57:00	155184	25.836	95.170	-0.347	24.240	3.879	3.543	0.917	279.598	1003.061	24.287
